City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Avadi,Tamil Nādu,13.1147,80.1098,2021,October,0.4251,-0.0528,-0.408,32,34.91
Salem,Tamil Nādu,11.65,78.1667,2021,October,0.0186,0.0502,-0.0438,285,35.6
Jui,Uttarākhand,29.67,78.9098,2021,October,0.8534,-0.2421,-0.7621,890,24.54
Amaldu,Uttarākhand,29.9333,78.5333,2021,October,0.7051,-0.1675,-0.6241,1406,23.75
Kimsar,Jammu and Kashmīr,34.5,74.5333,2021,October,0.6788,-0.336,-0.6272,3058,12.08
Sinduri,Himāchal Pradesh,30.7167,77.15,2021,October,0.6564,-0.1649,-0.6292,943,25.09
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2021,October,0.0624,0.1201,-0.0583,84,32.26
Guntur,Andhra Pradesh,16.3,80.45,2021,October,0.2366,0.0859,-0.2382,34,35.67
Karaikandi,Assam,24.8309,92.6143,2021,October,0.7956,-0.3351,-0.622,20,28.68
Mumbai,Mahārāshtra,19.0758,72.8775,2021,November,0.0379,0.0577,-0.0652,5,36.16
Kolkata,West Bengal,22.5675,88.37,2021,November,0.0786,0.0259,-0.1191,6,31.83
Delhi,Delhi,28.66,77.23,2021,November,0.1328,-0.0278,-0.1203,219,25.36
Chennai,Tamil Nādu,13.0825,80.275,2021,November,0.0467,0.2303,-0.0626,9,31.36
Bangalore,Karnātaka,12.9791,77.5913,2021,November,0.3106,-0.066,-0.2903,924,27.24
Ahmedabad,Gujarāt,23.0219,72.5797,2021,November,0.2236,-0.003,-0.2369,52,32.16
Pune,Mahārāshtra,18.5211,73.8553,2021,November,0.2997,-0.0505,-0.2851,554,30.34
Hyderabad,Telangāna,17.3617,78.4747,2021,November,-0.0189,0.0073,0.0476,508,30.65
Surat,Gujarāt,21.205,72.84,2021,November,0.1161,0.0194,-0.1296,14,33.85
Prayagraj,Uttar Pradesh,25.45,81.85,2021,November,0.3013,-0.0267,-0.3013,95,27.48
Kanpur,Gujarāt,24.285,72.6933,2021,November,0.6365,-0.1845,-0.6159,335,30.69
Kanpur,Uttar Pradesh,26.4725,80.3311,2021,November,0.1119,0.0358,-0.1511,132,25.83
Belahi,Bihār,25.7167,86.4,2021,November,-0.0933,-0.3029,0.1989,41,26.7
Vadodara,Gujarāt,22.3,73.2,2021,November,0.2318,-0.0112,-0.257,38,32.84
Lucknow,Uttar Pradesh,26.847,80.947,2021,November,0.0767,0.0709,-0.0965,115,27.11
Kannankulam,Kerala,10.4799,76.1131,2021,November,0.4136,-0.1821,-0.3196,13,28.56
Mahuakheraganj,Uttarākhand,29.13,78.95,2021,November,0.1918,0.0562,-0.2343,222,26.78
Nagla,Uttarākhand,29.01,79.51,2021,November,0.3895,0.018,-0.379,227,25.89
Jaipur,Rājasthān,26.915,75.82,2021,November,0.3732,-0.0875,-0.4227,441,28.55
Kottarassheri,Kerala,10.6167,76.5333,2021,November,0.6223,-0.0292,-0.5864,147,29.4
Attadappa,Kerala,11.85,75.4167,2021,November,0.7918,-0.3501,-0.7004,37,31.06
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2021,November,0.5183,-0.1173,-0.5132,337,29.63
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2021,November,0.3528,0.001,-0.4113,305,29.12
Nagpur,Mahārāshtra,21.1497,79.0806,2021,November,0.3504,-0.0695,-0.3502,318,30.74
Guwahati,Assam,26.1806,91.7502,2021,November,0.0828,0.1386,-0.1225,57,27.41
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2021,November,0.2218,-0.0798,-0.2085,211,26.66
Patna,Bihār,25.61,85.1414,2021,November,0.0997,0.1534,-0.1097,63,27.72
Rajkot,Gujarāt,22.2969,70.7984,2021,November,0.0685,0.1517,-0.0892,134,33.3
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2021,November,0.2963,0.005,-0.3114,12,30.17
Indore,Madhya Pradesh,22.7186,75.855,2021,November,0.1007,0.13,-0.1651,553,30.63
Abhepur,Punjab,30.6667,76.8333,2021,November,0.2024,0.0227,-0.2456,311,26.23
Gumanwala,Uttarākhand,29.9333,77.9,2021,November,0.4578,-0.0049,-0.476,277,24.61
Thane,Mahārāshtra,19.18,72.9633,2021,November,0.6507,-0.1867,-0.5707,14,32.87
Bhopal,Madhya Pradesh,23.25,77.4167,2021,November,0.1022,0.1299,-0.1243,512,28.31
Agra,Uttar Pradesh,27.18,78.02,2021,November,0.326,0.0535,-0.3978,184,25.3
Peyanvilai,Tamil Nādu,8.5674,78.1046,2021,November,0.0988,-0.1056,-0.0827,8,31.44
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2021,November,0.6293,-0.2232,-0.5715,584,30.15
Harbatpur,Uttarākhand,30.45,77.73,2021,November,0.389,0.065,-0.3953,445,24.85
Saundhonwali,Uttarākhand,30.3331,77.9608,2021,November,0.0873,0.1117,-0.1472,612,23.2
Ludhiana,Punjab,30.9083,75.8486,2021,November,0.2136,-0.0831,-0.235,243,25.24
Meerut,Uttar Pradesh,28.98,77.7064,2021,November,0.0574,0.0222,-0.0929,228,26.39
Madurai,Tamil Nādu,9.9197,78.1194,2021,November,0.0275,-0.1144,-0.0325,141,29.45
Nasik,Mahārāshtra,20.0,73.7833,2021,November,0.161,0.0752,-0.2002,588,30.03
Faridabad,Haryāna,28.4167,77.3,2021,November,0.2446,0.0618,-0.2523,208,25.77
Madarpur,Bihār,26.227,84.6746,2021,November,0.1882,0.0039,-0.2261,69,26.67
Najafgarh,Delhi,28.6125,76.9847,2021,November,0.063,0.0036,-0.0981,220,26.19
Jabalpur,Madhya Pradesh,23.1667,79.9333,2021,November,0.1782,0.1595,-0.2115,399,29.14
Madanpur,Uttarākhand,29.326,79.1537,2021,November,0.2767,0.0946,-0.3431,315,25.32
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2021,November,0.5672,-0.0723,-0.5145,383,25.72
Kalyan,Mahārāshtra,19.25,73.15,2021,November,0.2414,0.1495,-0.2552,10,33.59
Asansol,West Bengal,23.6833,86.9667,2021,November,0.232,0.1128,-0.2469,125,28.58
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2021,November,0.2112,-0.1164,-0.1661,27,30.57
Vasai-Virar,Mahārāshtra,19.47,72.8,2021,November,0.0926,0.0398,-0.0795,0,31.24
Varanasi,Uttar Pradesh,25.3189,83.0128,2021,November,0.1392,-0.0026,-0.1882,78,26.93
Kalleli,Kerala,9.2,76.8833,2021,November,0.1228,-0.129,-0.1035,133,29.25
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2021,November,-0.0183,-0.0237,0.0292,1595,15.84
Aurangabad,Mahārāshtra,19.88,75.32,2021,November,0.2937,-0.0892,-0.2655,564,31.59
Dhanbad,Jhārkhand,23.7928,86.435,2021,November,0.4694,-0.0111,-0.5145,245,28.79
Amritsar,Punjab,31.6269,74.877,2021,November,0.058,-0.0256,-0.1144,234,24.68
Haora,West Bengal,22.58,88.3294,2021,November,0.2127,0.1344,-0.2124,12,29.97
Ranchi,Jhārkhand,23.3556,85.3347,2021,November,0.5176,-0.0923,-0.4806,643,27.48
Gwalior,Madhya Pradesh,26.2125,78.1775,2021,November,0.0718,0.0887,-0.1564,215,27.24
Jodhpur,Rājasthān,26.2944,73.0278,2021,November,0.1399,0.0692,-0.2067,251,30.8
Chandigarh,Chandīgarh,30.7364,76.7883,2021,November,0.4546,-0.0863,-0.4463,349,24.69
Raipur,Chhattīsgarh,21.2379,81.6337,2021,November,0.076,0.0878,-0.1307,309,30.79
Warangal,Telangāna,17.9756,79.6011,2021,November,0.0622,0.0975,-0.0737,269,30.6
Kota,Rājasthān,25.18,75.83,2021,November,0.1352,0.0297,-0.1834,230,27.7
Bareilly,Uttar Pradesh,28.364,79.415,2021,November,0.0916,0.0732,-0.12,180,26.06
Solapur,Mahārāshtra,17.6703,75.9011,2021,November,0.1457,0.0197,-0.1485,474,31.85
Hubli,Karnātaka,15.3108,75.0925,2021,November,0.0295,0.0045,-0.0059,618,28.25
Mysore,Karnātaka,12.3086,76.6531,2021,November,0.0733,-0.0125,-0.0456,747,27.71
Trichinopoly,Tamil Nādu,10.8269,78.6928,2021,November,0.2917,0.0493,-0.3411,74,29.03
Moradabad,Uttar Pradesh,28.8389,78.7769,2021,November,0.0619,0.0558,-0.0898,205,26.28
Jamnagar,Gujarāt,22.47,70.07,2021,November,0.2564,0.0757,-0.2803,21,32.3
Gurgaon,Haryāna,28.4667,77.0333,2021,November,0.1109,-0.051,-0.1495,224,26.18
Aligarh,Uttar Pradesh,27.88,78.08,2021,November,0.1985,-0.0308,-0.2095,190,27.22
Jalandhar,Punjab,31.3256,75.5792,2021,November,0.1309,-0.0083,-0.193,242,25.18
Bhubaneshwar,Odisha,20.295,85.825,2021,November,0.1731,-0.0164,-0.2414,47,30.37
Bhayandar,Mahārāshtra,19.3,72.85,2021,November,0.2152,0.163,-0.1964,9,33.52
Narela,Delhi,28.85,77.1,2021,November,0.335,-0.1365,-0.2934,212,25.5
Shishgarh,Uttar Pradesh,28.72,79.32,2021,November,0.3821,0.0736,-0.3762,181,24.31
Thiruvananthapuram,Kerala,8.4875,76.9525,2021,November,0.0285,-0.0687,-0.0367,15,33.97
Dispur,Assam,26.15,91.77,2021,November,0.7609,-0.2774,-0.6594,116,28.38
Durgapur,West Bengal,23.55,87.32,2021,November,0.3422,0.0177,-0.3695,90,28.14
Bhiwandi,Mahārāshtra,19.3,73.0667,2021,November,0.0201,-0.0821,-0.0761,25,36.75
Saharanpur,Uttar Pradesh,29.964,77.546,2021,November,0.0866,0.0656,-0.1205,280,26.28
Shiliguri,West Bengal,26.72,88.42,2021,November,0.0684,0.1595,-0.1187,119,30.54
Avadi,Tamil Nādu,13.1147,80.1098,2021,November,-0.045,-0.4412,0.0834,32,29.87
Salem,Tamil Nādu,11.65,78.1667,2021,November,-0.0364,-0.0786,0.0555,285,32.9
Jui,Uttarākhand,29.67,78.9098,2021,November,0.8578,-0.2375,-0.7928,890,20.28
Amaldu,Uttarākhand,29.9333,78.5333,2021,November,0.6228,-0.0997,-0.6073,1406,19.34
Kimsar,Jammu and Kashmīr,34.5,74.5333,2021,November,0.6978,-0.3565,-0.637,3058,8.3
Sinduri,Himāchal Pradesh,30.7167,77.15,2021,November,0.4846,0.0163,-0.5176,943,21.18
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2021,November,0.1303,0.0591,-0.1431,84,27.28
Guntur,Andhra Pradesh,16.3,80.45,2021,November,0.1054,-0.0665,-0.07,34,31.29
Karaikandi,Assam,24.8309,92.6143,2021,November,0.823,-0.3603,-0.6921,20,26.5
Mumbai,Mahārāshtra,19.0758,72.8775,2021,December,0.0496,-0.0216,-0.0451,5,32.83
Kolkata,West Bengal,22.5675,88.37,2021,December,0.1039,-0.0086,-0.1876,6,26.12
Delhi,Delhi,28.66,77.23,2021,December,0.1385,0.0151,-0.2041,219,19.28
Chennai,Tamil Nādu,13.0825,80.275,2021,December,0.0667,0.2207,-0.0844,9,29.78
Bangalore,Karnātaka,12.9791,77.5913,2021,December,0.1981,-0.0588,-0.175,924,27.81
Ahmedabad,Gujarāt,23.0219,72.5797,2021,December,0.1967,-0.0904,-0.2023,52,26.4
Pune,Mahārāshtra,18.5211,73.8553,2021,December,0.2957,-0.0495,-0.3084,554,27.94
Hyderabad,Telangāna,17.3617,78.4747,2021,December,0.0652,0.1817,-0.1166,508,29.82
Surat,Gujarāt,21.205,72.84,2021,December,0.1142,-0.041,-0.1187,14,28.43
Prayagraj,Uttar Pradesh,25.45,81.85,2021,December,0.2376,-0.0103,-0.2546,95,23.09
Kanpur,Gujarāt,24.285,72.6933,2021,December,0.3947,-0.1459,-0.3679,335,25.22
Kanpur,Uttar Pradesh,26.4725,80.3311,2021,December,0.1311,0.0123,-0.1623,132,21.16
Belahi,Bihār,25.7167,86.4,2021,December,-0.1026,-0.269,0.2,41,25.1
Vadodara,Gujarāt,22.3,73.2,2021,December,0.1755,0.0245,-0.1527,38,27.27
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2021,December,0.2095,0.0751,-0.2407,318,29.44
Lucknow,Uttar Pradesh,26.847,80.947,2021,December,0.0665,0.02,-0.0926,115,21.79
Kannankulam,Kerala,10.4799,76.1131,2021,December,0.6144,-0.1308,-0.574,13,29.82
Mahuakheraganj,Uttarākhand,29.13,78.95,2021,December,0.2715,-0.1012,-0.2942,222,20.45
Nagla,Uttarākhand,29.01,79.51,2021,December,0.49,-0.0556,-0.4776,227,21.05
Jaipur,Rājasthān,26.915,75.82,2021,December,0.4632,-0.1467,-0.4681,441,21.46
Kottarassheri,Kerala,10.6167,76.5333,2021,December,0.4334,0.0443,-0.4673,147,28.36
Attadappa,Kerala,11.85,75.4167,2021,December,0.7204,-0.3238,-0.6514,37,30.6
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2021,December,0.5588,-0.1208,-0.5688,337,24.1
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2021,December,0.3003,0.0366,-0.3852,305,27.17
Nagpur,Mahārāshtra,21.1497,79.0806,2021,December,0.3051,-0.0952,-0.3109,318,26.5
Guwahati,Assam,26.1806,91.7502,2021,December,0.08,0.1199,-0.1133,57,23.67
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2021,December,0.1804,-0.0419,-0.1833,211,20.34
Coimbatore,Tamil Nādu,11.0008,76.9633,2021,December,0.1621,-0.0152,-0.1129,417,30.94
Patna,Bihār,25.61,85.1414,2021,December,0.0706,0.1073,-0.1081,63,22.48
Rajkot,Gujarāt,22.2969,70.7984,2021,December,0.0908,0.2038,-0.122,134,27.48
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2021,December,0.1434,-0.0236,-0.1311,12,28.0
Indore,Madhya Pradesh,22.7186,75.855,2021,December,0.0845,0.1173,-0.1335,553,25.26
Abhepur,Punjab,30.6667,76.8333,2021,December,0.1778,0.0048,-0.2211,311,19.84
Gumanwala,Uttarākhand,29.9333,77.9,2021,December,0.3103,0.0484,-0.3387,277,18.9
Thane,Mahārāshtra,19.18,72.9633,2021,December,0.5089,-0.1695,-0.4238,14,30.31
Bhopal,Madhya Pradesh,23.25,77.4167,2021,December,0.1071,0.1523,-0.1489,512,23.26
Agra,Uttar Pradesh,27.18,78.02,2021,December,0.169,0.0662,-0.1801,184,20.72
Peyanvilai,Tamil Nādu,8.5674,78.1046,2021,December,0.154,0.042,-0.2085,8,28.91
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2021,December,0.621,-0.1939,-0.5469,584,28.6
Harbatpur,Uttarākhand,30.45,77.73,2021,December,0.3602,0.0822,-0.3904,445,18.17
Saundhonwali,Uttarākhand,30.3331,77.9608,2021,December,0.0742,0.1,-0.1374,612,17.59
Ludhiana,Punjab,30.9083,75.8486,2021,December,0.1874,-0.0514,-0.2068,243,15.01
Meerut,Uttar Pradesh,28.98,77.7064,2021,December,0.054,0.0841,-0.0974,228,19.88
Madurai,Tamil Nādu,9.9197,78.1194,2021,December,0.1549,0.2831,-0.3102,141,30.8
Nasik,Mahārāshtra,20.0,73.7833,2021,December,0.1208,0.0879,-0.1913,588,27.33
Faridabad,Haryāna,28.4167,77.3,2021,December,0.1613,0.0516,-0.1606,208,20.44
Madarpur,Bihār,26.227,84.6746,2021,December,0.1587,0.0107,-0.2109,69,22.91
Najafgarh,Delhi,28.6125,76.9847,2021,December,0.0633,-0.0053,-0.0837,220,18.21
Jabalpur,Madhya Pradesh,23.1667,79.9333,2021,December,0.0977,0.1098,-0.1533,399,25.57
Madanpur,Uttarākhand,29.326,79.1537,2021,December,0.4242,-0.1058,-0.4182,315,20.37
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2021,December,0.5225,-0.0402,-0.5231,383,20.58
Kalyan,Mahārāshtra,19.25,73.15,2021,December,0.2053,0.0864,-0.2045,10,29.66
Asansol,West Bengal,23.6833,86.9667,2021,December,0.1526,0.0813,-0.1471,125,23.89
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2021,December,0.3781,-0.1013,-0.3562,27,28.32
Vasai-Virar,Mahārāshtra,19.47,72.8,2021,December,0.0866,0.048,-0.0714,0,29.57
Varanasi,Uttar Pradesh,25.3189,83.0128,2021,December,0.1041,0.0011,-0.1328,78,22.28
Kalleli,Kerala,9.2,76.8833,2021,December,0.7502,-0.1543,-0.653,133,29.62
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2021,December,-0.0458,0.0317,0.0697,1595,9.66
Aurangabad,Mahārāshtra,19.88,75.32,2021,December,0.4191,-0.071,-0.4447,564,29.4
Dhanbad,Jhārkhand,23.7928,86.435,2021,December,0.3156,0.0352,-0.3558,245,23.78
Amritsar,Punjab,31.6269,74.877,2021,December,0.066,-0.0473,-0.1236,234,18.82
Haora,West Bengal,22.58,88.3294,2021,December,0.0463,0.0353,-0.0286,12,24.36
Ranchi,Jhārkhand,23.3556,85.3347,2021,December,0.4107,-0.0962,-0.3823,643,22.33
Gwalior,Madhya Pradesh,26.2125,78.1775,2021,December,0.105,0.005,-0.1142,215,22.72
Jodhpur,Rājasthān,26.2944,73.0278,2021,December,0.1588,0.0607,-0.2177,251,24.88
Chandigarh,Chandīgarh,30.7364,76.7883,2021,December,0.2388,-0.1261,-0.2699,349,19.23
Raipur,Chhattīsgarh,21.2379,81.6337,2021,December,0.0929,0.0107,-0.1205,309,26.8
Warangal,Telangāna,17.9756,79.6011,2021,December,0.0574,0.0935,-0.1048,269,29.42
Kota,Rājasthān,25.18,75.83,2021,December,0.1331,0.0404,-0.2062,230,22.22
Bareilly,Uttar Pradesh,28.364,79.415,2021,December,0.0455,0.0733,-0.0863,180,21.81
Solapur,Mahārāshtra,17.6703,75.9011,2021,December,0.1653,0.0249,-0.1599,474,30.9
Hubli,Karnātaka,15.3108,75.0925,2021,December,0.2586,0.0532,-0.2951,618,28.24
Mysore,Karnātaka,12.3086,76.6531,2021,December,0.0874,-0.0345,-0.1052,747,28.81
Trichinopoly,Tamil Nādu,10.8269,78.6928,2021,December,0.3584,0.0142,-0.3742,74,30.07
Moradabad,Uttar Pradesh,28.8389,78.7769,2021,December,0.0926,0.1029,-0.1173,205,21.46
Tiruppur,Tamil Nādu,11.1075,77.3398,2021,December,0.1349,-0.0012,-0.1343,305,30.84
Jamnagar,Gujarāt,22.47,70.07,2021,December,0.2125,0.0412,-0.2424,21,26.55
Gurgaon,Haryāna,28.4667,77.0333,2021,December,0.124,-0.0579,-0.1658,224,20.16
Aligarh,Uttar Pradesh,27.88,78.08,2021,December,0.1238,-0.0151,-0.1703,190,22.43
Jalandhar,Punjab,31.3256,75.5792,2021,December,0.0854,0.0073,-0.1277,242,19.3
Bhubaneshwar,Odisha,20.295,85.825,2021,December,0.139,-0.0994,-0.1125,47,25.5
Bhayandar,Mahārāshtra,19.3,72.85,2021,December,0.1645,0.1011,-0.1242,9,29.79
Narela,Delhi,28.85,77.1,2021,December,0.3767,-0.0304,-0.3945,212,19.34
Shishgarh,Uttar Pradesh,28.72,79.32,2021,December,0.7487,-0.3604,-0.6428,181,19.77
Thiruvananthapuram,Kerala,8.4875,76.9525,2021,December,0.1082,0.07,-0.1399,15,34.23
Dispur,Assam,26.15,91.77,2021,December,0.5933,-0.1102,-0.5378,116,24.62
Durgapur,West Bengal,23.55,87.32,2021,December,0.2892,-0.0022,-0.2679,90,23.75
Bhiwandi,Mahārāshtra,19.3,73.0667,2021,December,0.0835,-0.0876,-0.1428,25,32.57
Saharanpur,Uttar Pradesh,29.964,77.546,2021,December,0.0233,0.028,-0.0624,280,18.95
Shiliguri,West Bengal,26.72,88.42,2021,December,0.0902,0.1419,-0.1334,119,26.58
Avadi,Tamil Nādu,13.1147,80.1098,2021,December,0.3866,-0.008,-0.3767,32,28.72
Salem,Tamil Nādu,11.65,78.1667,2021,December,0.0777,0.0715,-0.1444,285,32.2
Jui,Uttarākhand,29.67,78.9098,2021,December,0.8112,-0.2314,-0.7194,890,16.44
Amaldu,Uttarākhand,29.9333,78.5333,2021,December,0.5481,-0.0447,-0.5708,1406,15.07
Kimsar,Jammu and Kashmīr,34.5,74.5333,2021,December,0.5484,-0.5426,-0.5764,3058,-2.63
Sinduri,Himāchal Pradesh,30.7167,77.15,2021,December,0.4508,0.0427,-0.4864,943,16.14
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2021,December,0.0799,0.0775,-0.0977,84,22.5
Guntur,Andhra Pradesh,16.3,80.45,2021,December,0.2255,0.0512,-0.2198,34,31.03
Karaikandi,Assam,24.8309,92.6143,2021,December,0.7475,-0.3304,-0.6365,20,23.36
Mumbai,Mahārāshtra,19.0758,72.8775,2022,January,0.0474,0.0172,-0.0466,5,32.38
Kolkata,West Bengal,22.5675,88.37,2022,January,0.1008,0.0061,-0.1774,6,25.79
Delhi,Delhi,28.66,77.23,2022,January,0.0226,-0.2908,-0.0147,219,18.52
Chennai,Tamil Nādu,13.0825,80.275,2022,January,0.0448,0.2193,-0.0583,9,30.75
Bangalore,Karnātaka,12.9791,77.5913,2022,January,0.3215,-0.0521,-0.3177,924,27.99
Ahmedabad,Gujarāt,23.0219,72.5797,2022,January,0.1919,-0.0508,-0.2012,52,24.61
Pune,Mahārāshtra,18.5211,73.8553,2022,January,0.2606,-0.0227,-0.247,554,28.25
Hyderabad,Telangāna,17.3617,78.4747,2022,January,0.0485,0.1374,-0.1147,508,28.61
Surat,Gujarāt,21.205,72.84,2022,January,0.0842,0.041,-0.1138,14,29.21
Prayagraj,Uttar Pradesh,25.45,81.85,2022,January,0.2375,-0.0158,-0.2209,95,20.28
Kanpur,Gujarāt,24.285,72.6933,2022,January,0.6028,-0.1696,-0.5757,335,24.67
Kanpur,Uttar Pradesh,26.4725,80.3311,2022,January,0.0877,0.0093,-0.0854,132,20.03
Belahi,Bihār,25.7167,86.4,2022,January,0.1641,-0.2934,-0.0791,41,17.97
Vadodara,Gujarāt,22.3,73.2,2022,January,0.1892,0.0035,-0.2086,38,27.8
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2022,January,0.1554,0.084,-0.1936,318,30.71
Lucknow,Uttar Pradesh,26.847,80.947,2022,January,0.0599,0.0025,-0.0436,115,19.3
Kannankulam,Kerala,10.4799,76.1131,2022,January,0.572,-0.1217,-0.5209,13,30.04
Mahuakheraganj,Uttarākhand,29.13,78.95,2022,January,0.2072,-0.2156,-0.1341,222,16.53
Nagla,Uttarākhand,29.01,79.51,2022,January,0.5631,-0.1906,-0.481,227,18.35
Jaipur,Rājasthān,26.915,75.82,2022,January,0.5968,-0.2226,-0.5679,441,19.54
Kottarassheri,Kerala,10.6167,76.5333,2022,January,0.284,0.1021,-0.4779,147,28.6
Attadappa,Kerala,11.85,75.4167,2022,January,0.7535,-0.3073,-0.691,37,31.18
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2022,January,0.3842,-0.1494,-0.3472,337,22.3
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2022,January,0.2987,0.0516,-0.3922,305,24.64
Nagpur,Mahārāshtra,21.1497,79.0806,2022,January,0.3251,-0.0843,-0.3339,318,25.67
Guwahati,Assam,26.1806,91.7502,2022,January,0.0463,0.0683,-0.0473,57,21.02
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2022,January,0.0029,-0.3691,-0.002,211,18.3
Coimbatore,Tamil Nādu,11.0008,76.9633,2022,January,0.024,-0.0077,-0.0109,417,29.43
Patna,Bihār,25.61,85.1414,2022,January,0.1265,0.0216,-0.059,63,21.57
Rajkot,Gujarāt,22.2969,70.7984,2022,January,0.0906,0.2298,-0.1512,134,26.28
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2022,January,0.1767,0.0485,-0.1655,12,28.11
Indore,Madhya Pradesh,22.7186,75.855,2022,January,0.0701,0.1249,-0.0709,553,24.53
Abhepur,Punjab,30.6667,76.8333,2022,January,0.0141,-0.1537,-0.0049,311,17.46
Gumanwala,Uttarākhand,29.9333,77.9,2022,January,-0.0086,-0.1445,0.0276,277,16.68
Thane,Mahārāshtra,19.18,72.9633,2022,January,0.4311,-0.0914,-0.3798,14,29.78
Bhopal,Madhya Pradesh,23.25,77.4167,2022,January,0.0269,-0.1055,-0.0116,512,21.99
Agra,Uttar Pradesh,27.18,78.02,2022,January,0.2646,0.0626,-0.349,184,17.76
Peyanvilai,Tamil Nādu,8.5674,78.1046,2022,January,0.2276,0.027,-0.2802,8,29.24
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2022,January,0.3873,-0.0704,-0.4078,584,28.68
Harbatpur,Uttarākhand,30.45,77.73,2022,January,0.3317,-0.0022,-0.3602,445,16.26
Saundhonwali,Uttarākhand,30.3331,77.9608,2022,January,0.075,0.0738,-0.112,612,16.58
Ludhiana,Punjab,30.9083,75.8486,2022,January,0.0235,-0.0598,-0.0215,243,15.52
Meerut,Uttar Pradesh,28.98,77.7064,2022,January,-0.0126,-0.1215,0.007,228,18.2
Madurai,Tamil Nādu,9.9197,78.1194,2022,January,0.1405,0.2994,-0.295,141,32.78
Nasik,Mahārāshtra,20.0,73.7833,2022,January,0.123,0.0895,-0.1885,588,27.45
Faridabad,Haryāna,28.4167,77.3,2022,January,0.0257,-0.2256,-0.0114,208,18.52
Madarpur,Bihār,26.227,84.6746,2022,January,0.1849,-0.0425,-0.1648,69,16.93
Najafgarh,Delhi,28.6125,76.9847,2022,January,0.0143,-0.0004,-0.0061,220,17.11
Jabalpur,Madhya Pradesh,23.1667,79.9333,2022,January,0.124,0.1119,-0.1663,399,23.04
Madanpur,Uttarākhand,29.326,79.1537,2022,January,0.2469,-0.2174,-0.1646,315,17.81
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2022,January,0.4647,-0.0089,-0.4429,383,17.1
Kalyan,Mahārāshtra,19.25,73.15,2022,January,0.1656,0.1419,-0.1698,10,30.04
Asansol,West Bengal,23.6833,86.9667,2022,January,0.2019,0.0856,-0.2272,125,23.31
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2022,January,0.2522,-0.0458,-0.2193,27,27.78
Vasai-Virar,Mahārāshtra,19.47,72.8,2022,January,0.0846,0.1127,-0.0934,0,29.94
Varanasi,Uttar Pradesh,25.3189,83.0128,2022,January,0.0563,-0.0399,-0.0411,78,19.96
Kalleli,Kerala,9.2,76.8833,2022,January,0.6081,0.0184,-0.6387,133,30.59
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2022,January,-0.026,-0.1355,0.0331,1595,4.02
Aurangabad,Mahārāshtra,19.88,75.32,2022,January,0.2173,-0.0518,-0.2393,564,29.01
Dhanbad,Jhārkhand,23.7928,86.435,2022,January,0.3658,0.061,-0.4142,245,23.37
Amritsar,Punjab,31.6269,74.877,2022,January,0.025,-0.2807,-0.0255,234,17.13
Haora,West Bengal,22.58,88.3294,2022,January,0.1823,0.0953,-0.2287,12,23.47
Ranchi,Jhārkhand,23.3556,85.3347,2022,January,0.4687,-0.0248,-0.4344,643,22.36
Gwalior,Madhya Pradesh,26.2125,78.1775,2022,January,0.0767,0.0942,-0.1246,215,19.39
Jodhpur,Rājasthān,26.2944,73.0278,2022,January,0.0928,-0.0098,-0.0949,251,22.2
Chandigarh,Chandīgarh,30.7364,76.7883,2022,January,0.1064,-0.0548,-0.0824,349,17.07
Raipur,Chhattīsgarh,21.2379,81.6337,2022,January,0.1225,0.0465,-0.146,309,25.49
Warangal,Telangāna,17.9756,79.6011,2022,January,0.0891,0.0976,-0.124,269,27.78
Kota,Rājasthān,25.18,75.83,2022,January,0.1092,0.0227,-0.1754,230,21.61
Bareilly,Uttar Pradesh,28.364,79.415,2022,January,-0.0357,0.0571,-0.0299,180,17.76
